user_id,item_id
141571064,189606799
59165397,113494096
59165397,108784227
119269023,24106739
40528453,24106739
18594472,134776158
136459017,69230643
142159824,179625206
22716240,392815586
14189202,7101566
11098281,392830021
15033334,6795748
15033334,59188239
15033334,74207546
5369231,172143549
15389083,300703107
57644532,300703107
15389083,160048183
15389083,177194300
15430282,87309175
20064282,374503087
116631182,211666518
113210000,117811024
15910300,312853696
54260984,50263369
16077718,80304987
16077718,48682867
16077718,261792784
16088923,299274992
16195777,203279185
54041681,303563756
29780294,7525929
16476718,11672291
122802170,45438516
42096946,347300442
64642563,230365492
17171257,223441580
128441868,123705616
23293636,291253211
132506225,310377368
17562880,392337274
17562880,42957798
17562880,66593498
17562880,247864088
17562880,179176636
17562880,389880109
17562880,213582398
17562880,13898390
17562880,397385654
17562880,89075900
17562880,150001246
17562880,375360011
31947121,398528490
5854907,5461554
18176035,47092763
18176035,80853930
18176035,308105379
21150501,283810029
12073638,309245869
18382879,287174582
118524951,159337725
18444517,177231251
18488008,382134731
18488008,163689973
18488008,268865942
61572698,382026738
135567210,148189010
19097410,34114502
19225913,70044282
48593295,67563490
140892989,346234000
22726524,272369633
20208411,203389922
59165397,326941176
15180259,329108855
105070349,379126815
29499215,233721639
2090599,338143860
121492295,85734465
3408454,36348977
21678438,67557609
317091,326108663
116968292,266743610
21908559,316957378
30539523,3019336
126044730,3019336
23579299,3019336
57269349,40373908
22380591,396698613
23787016,81621087
4968401,80983527
22743681,289224658
23209081,45976718
1591612,353656592
19950899,62858944
111070759,271627809
18594472,166385385
53435651,166385385
24472810,36435458
24472810,366516190
24891238,242990714
317091,190939998
25286173,330209848
39759851,16008761
25286173,278155255
3444136,174635395
25286173,160598516
25337005,238673856
25460341,398035131
36639152,188829201
34710466,43724998
25528858,309975817
25596493,367566786
119178861,111615598
121923944,381679323
131566256,20212861
29684399,239524892
27460736,17220659
27831488,328371723
116147834,329624631
61432703,56593125
135378246,218735110
46312028,5868986
28059983,246227098
28178051,249403460
51813809,286704766
28477565,217357776
28477565,360674394
5027015,262178796
2961442,351334128
28721261,219830569
107143838,103703218
2961442,267909918
29684399,125157108
121010711,2422218
38511479,310796239
30009492,196793876
42340072,337645416
302466,250092278
302466,203858242
302466,390841005
308109,260968733
54250016,224850819
59683491,34686457
31256146,29222149
20501826,316450804
31970743,188082339
49669986,108206610
32540806,31350440
39654332,334302879
106290839,187135308
32928007,232510694
33253837,311262304
33253837,247645482
33253837,234560496
33253837,74662588
33635794,68289678
54041681,303623649
3408454,25509842
3408454,292928365
34125247,170163700
64824540,40720543
58070466,156476471
34710466,36951639
34710466,146806298
35687702,25146338
139834975,224610957
35176048,397466428
35176048,154144501
59165397,320179901
35687702,282734411
35687702,175054968
42793246,343236346
127919298,18189868
136459017,18189868
45069500,192219540
135801516,292981054
3697045,122615441
50936650,99485837
54594113,343646760
26633944,112520167
37928819,144665944
46729748,400840831
32840272,137524205
20501826,17641568
134116374,56943774
39329021,179222099
39654332,301499587
26037919,70506159
39759851,360058808
39759851,116816030
40165705,310981097
135567210,147681344
40406632,324232322
4087217,108659625
109737327,150724185
41644099,149467698
13709817,56872257
50845804,205089613
42793246,77414788
42793246,125634399
42793246,330687918
42793246,332975970
42793246,45932649
42793246,324456403
116159885,167266859
42873856,306413773
43386565,393219737
43989284,207389566
21624663,50595234
45629939,182487502
45629939,266493590
45629939,370818186
45629939,247542246
45629939,44682869
45629939,186021814
45629939,270526508
45629939,380590245
45629939,238169975
45629939,296662856
45629939,275608907
45629939,265918266
45629939,38908811
45629939,21474169
46312028,322584815
46312028,388470820
46312028,97529977
46312028,124336597
46312028,197291039
46312028,120428365
46312028,163580440
116264420,356820664
46445681,258355146
116968292,272315896
138796450,272315896
47184224,225016578
106290839,1993221
110067667,289330031
4813877,19569284
48674940,51227980
104526493,51227980
48674940,312219367
61432703,367006414
49060518,150745281
18594472,299013797
48790890,338727776
4915814,186653415
51004531,178721544
49444128,162618129
49537083,327787266
49537083,284491263
49537083,168998640
49706772,22363485
49711251,385152703
49711251,123974875
49711251,369941663
64422168,277566386
101680957,237482048
50114359,283687321
50114359,183038900
50114359,315651577
50142094,69597321
110948224,330948167
113989706,330948167
50783368,205542738
50805790,169746255
50845804,289325773
128902392,169675009
60956726,341849097
51495553,372451399
51859808,19131334
26633944,101223894
5208128,8417223
122102897,168251608
42096946,23893034
129052581,359373416
530238,69382307
530238,165455096
137490870,320821185
65095287,320821185
5360957,289768380
116968292,53960552
5369231,181776844
5369231,394658338
5369231,49906889
5369231,201233591
5369231,373402037
5369231,81192500
5369231,387044850
5369231,36641963
135378246,180200233
135378246,379249019
54004679,202315893
54041681,398329798
54041681,278129435
54041681,318998535
54041681,339102108
54041681,146662167
54041681,241195323
54041681,954972
55476491,184752983
38748722,74887109
56269254,56659837
56269254,161850979
56743230,295993609
32339254,296529716
135378246,400701289
57269349,42730171
57269349,109860118
57644532,137051544
57644532,389675860
57644532,108067793
57644532,158208166
57887100,295662697
58382268,84705318
58517586,231003176
114278486,13561180
5865371,258512120
60633947,367661949
59165397,168637579
59165397,152342970
59165397,106961622
59165397,112022051
59165397,338954053
3883093,395376856
59356413,86160681
59356413,280303221
59356413,111995493
120210733,342901033
59472933,115152156
59556336,157378005
59556336,109257437
5683394,87433281
60633947,258653179
60882638,109529443
60883331,354623952
42096946,129509881
134891106,179345572
60402422,48722133
61605242,261315857
61721363,132662126
102681517,112523398
62693996,353217183
62879735,71248011
62879735,196777447
62879735,54631150
62879735,384038335
135854331,40689080
63004058,351684132
6357161,32243732
6357161,153488214
6357161,372332367
64019348,242959465
64043492,106945218
64043492,291519708
125458379,172756210
100171465,282381791
130205933,94874554
101459920,334455000
101459920,380212100
101680957,224805315
42096946,120214329
26682313,126724678
101785678,305635498
101785678,397629720
103210150,225099115
24870148,346810746
103823974,131120022
103823974,287907105
103823974,37910916
103823974,316196236
103823974,191709394
103823974,276596024
104165455,399971970
43484740,222614344
104550352,83931547
134116374,293229160
105174623,245653434
105679988,109342854
106290839,155632184
106290839,238503124
106290839,115432633
106290839,76777261
106290839,345526348
106290839,292666180
106655468,60389288
106115495,125701061
10799199,52906296
127919298,358143033
136459017,358143033
110948224,283181432
57186411,329354416
109092473,304417285
109092473,74205493
109092473,100284729
23579299,259139642
44691722,31258704
109538120,343495830
109538120,343474443
110067667,176012436
136938627,251394326
5708087,298172271
110883802,30033201
110883802,309020623
110883802,293003214
110946571,147950706
110948224,193013792
48593295,109229077
112631605,206607870
112658053,239896170
112658053,220520698
112658053,307542920
112658053,137407767
112658053,1061648
112658053,49276500
51813809,282618528
11962560,321005458
113010458,316340692
113010458,86463202
113010458,128538534
11324526,129822218
64889520,164062372
54384458,304140468
114241355,300659355
11436462,154454692
14851807,302395353
11436462,377135593
11436462,393177247
161481,46870795
115594814,26701705
11594934,23123896
11594934,144053049
11594934,55559718
11594934,55807645
48378951,212265630
116159885,133981397
116159885,355231933
116159885,384236071
116159885,185711508
116159885,318639641
34756237,187699550
141816551,124519748
118822821,244993391
118822821,278880014
118822821,758746
56508471,9881944
27201955,357999658
119398002,147826354
4968401,66804201
119495541,239304380
119984067,293446440
120414076,156995559
29396660,249424847
1211491,349443097
1211491,136221535
121262927,188692429
121262927,242850512
121262927,190239402
121271681,51200886
121271681,248251873
121299887,336162847
121575080,403327701
121658987,240657308
122645273,346551228
122645273,115296587
122688869,382486750
106751135,33636987
35482754,255545423
18366415,343379370
124302458,37695255
124722776,187670620
124900136,368870511
125458379,197636871
27496280,141665547
48967362,68940123
12215373,380828034
126920490,137729000
126920490,179425390
126920490,148207499
126920490,308733158
126920490,208965970
28047761,186136914
127916115,93321106
128008896,137318721
12842772,144103170
24186535,147274225
128535231,238621574
128535231,323827682
127414902,232132288
138487774,282632922
11026029,88964509
122531057,384747763
13036407,390083719
13036407,22627856
64151780,137377762
21672339,249300986
132849059,101831852
36901706,249403056
12073638,378971124
18037570,44655661
134327445,5155989
134327445,94117885
134979525,338630082
135200142,283700887
135200142,127213733
36198131,258349063
135235563,285169671
135288720,73327324
135288720,111381412
50260039,275264557
135378246,166713
135378246,25988411
135378246,154200932
135378246,133073301
135378246,372797306
135378246,190621528
135378246,154370452
135378246,21875449
135378246,167349742
135378246,19299621
135378246,335006730
135567210,198472080
135567210,28644360
135567210,329903657
135567210,23384815
135567210,55858825
135567210,316487587
135567210,394535644
135567210,206939541
135567210,286681441
135567210,33836737
135567210,177729634
135567210,78957582
135567210,177548316
135567210,346516809
135567210,263346627
135567210,272484901
135567210,344275658
135567210,56262444
135567210,293561098
135567210,198438891
135567210,27855022
135567210,298096913
135567210,256025991
135567210,56354946
42096946,35946273
135944085,288901291
61432703,53382385
13642146,121202907
136592694,305399617
136592694,91878490
136592694,367289773
136592694,101452525
136592694,384268504
136592694,274662248
136592694,322054096
136592694,29342
136757115,244586231
136948968,140883116
13709817,362474182
13709817,152704589
13709817,301730836
13773861,183537206
137758701,222559857
137758701,304333357
137758701,350064371
137856687,359878214
138065199,392329577
53314277,167174269
138780010,401070714
138796450,324707959
139274689,47904066
139777963,395568949
134116374,208681254
140763800,195454427
141137969,4106738
141137969,116884633
141816551,265538909
141816551,385376939
141816551,79038740
141816551,142221910
44142824,273532679
46839347,80727711
15535972,220590039
1591612,36907872
161481,130656012
161481,339030565
161481,209171499
17127343,31312935
51251512,31312935
19725815,41897019
17465512,337991080
17496544,285833653
22726524,397053842
24186535,315598734
1884205,194307524
18959614,108852248
18959614,46655123
18959614,157456232
18959614,61535141
18959614,89867174
35520386,281214205
19498877,116900147
60380684,237223630
35520386,327479309
20462589,49483732
20612499,157775980
20612499,277302872
20612499,401410730
20612499,115992351
20612499,368068808
20612499,212936741
20612499,16121018
20612499,336941305
20612499,182762585
20612499,172366937
21350082,280855376
63544259,280855376
2171674,259819305
22094658,13518809
22094658,62646555
22094658,225773082
47688515,173265632
25573066,133186015
22726524,160306894
23213836,193725501
23443147,81612256
23579299,370373738
23579299,148430748
23579299,190856333
12868299,80943720
24360931,139664078
24360931,181797452
25068286,294122948
25068286,176519014
25108597,180986769
25767094,382991417
43205692,122134024
26412532,319618270
26412532,357375905
43205692,38460502
2854798,183548496
2854798,297886807
2854798,257727704
28557548,165389853
28557548,10963574
28785719,219854407
28785719,239313404
29029112,322863123
29194001,351601141
29747300,45438112
30289386,152644090
30289386,31325855
30289386,17852371
30289386,313768287
30289386,252515551
30890403,345800143
31510981,97623200
32307529,118576119
32339254,283275553
32339254,135431343
32339254,6571553
32384032,319984203
32679361,135707416
32679361,214874577
32795881,344442447
102506116,119439995
34085107,294614743
45263381,350471376
3444136,167838111
34810921,352134574
45901712,329620027
35482754,307600160
35828117,203688373
130797629,62515998
37926938,359746070
38026943,253800192
38026943,197734694
38026943,48975241
38026943,20061788
38273183,96266919
137507730,329887367
117209225,360824941
40528453,66985938
40528453,161696840
40528453,319719400
40528453,153924274
137490870,38600045
115537643,357213564
115537643,346188820
115537643,391425064
42096946,306706132
42096946,257632907
42096946,386923481
42096946,70772681
42096946,5577451
43205692,239345359
43205692,150107000
43205692,312526728
43205692,6310574
43205692,43930424
43205692,187708707
43205692,219386888
43205692,17785874
30591498,220401889
14021211,155779204
23730268,167098310
44110187,163037053
44110187,76007762
44218451,98181868
44328050,199691221
45077390,83568742
126674457,229937058
45850880,335266981
45850880,296972764
45850880,323641142
36639152,204912579
45978971,181668017
46409942,200553858
46534133,303056552
46534133,332573577
46534133,185659808
46534133,130294616
46534133,342272868
47688515,183873984
47688515,214365407
48362340,207293773
48362340,270145097
53976869,43508009
48362340,118448109
48362340,154168523
48362340,188912308
48362340,111706206
28883723,275572283
4906718,384087944
4957823,204764748
50260039,251443481
51251512,225395128
51737018,345305481
51737018,177629617
51737018,25158438
52403660,226840503
52403660,39070974
53091371,264893244
53091371,295303738
121055447,238662769
53091371,260475256
53187338,171991681
53187338,94223723
53255783,195235710
54007481,372291094
54614978,195619344
34299988,121761429
55028609,242953799
62217770,287444888
117707223,344609145
56596275,26099809
5683394,262027557
57186411,103520117
57380691,221011779
57380691,174572889
58334364,203586169
58334364,132601022
137375994,374332643
59520279,209497906
60268781,156990255
32166145,382542784
64197722,382542784
60913700,36791561
134102670,217776459
38974214,322550392
61875821,117407376
61875821,315144962
124956647,159219622
100692286,67358578
62622437,167766671
28198619,161591464
23730268,64716217
100184380,386120298
100184380,39714795
100184380,98113284
35520386,184803032
100422676,317399845
100422676,246602646
100692286,179394815
101187220,2323277
102523843,160276615
102681517,188563767
103246987,270119271
132424760,168112890
130797629,277005696
105805055,216704309
106346810,356374095
106577765,207385174
106751135,11196173
107002409,96442827
107143838,341031316
107143838,156417717
107143838,318124149
107609597,116809715
107818388,245079455
134116374,310599523
10876284,368359382
109326356,18068814
109737327,46576893
109737327,89894116
110169262,254391303
110202001,97497406
110329285,117094879
110933884,231402044
111311287,344702101
112201231,305849282
112647019,374045333
112647019,57221835
113637206,195598739
113637206,353812729
114099881,342049652
114121814,200919299
114278486,234811391
115537643,103011981
115537643,25079579
115537643,349595589
115537643,250430233
115537643,29517329
115537643,190442830
115537643,142653866
115537643,268626892
115537643,244354451
115537643,40806602
115537643,272990629
115537643,246166063
115988195,186809461
117152864,399396782
117199100,358154784
117199100,165999446
117209225,325967301
122132057,288398671
117707223,263586939
11962560,338262051
120013993,370307094
120305341,74438920
120306985,269081751
120489568,36889649
120660040,256554395
12073638,351469930
12073638,37158213
12073638,398279407
12073638,398636830
121326560,112539312
121492295,67302864
121492295,123222464
121492295,306269519
317091,256677806
122132057,291689553
122132057,317459368
122132057,401112094
122132057,154516935
12215373,315296466
128043732,25092035
122802170,153433816
29201000,68872441
122986796,401793249
123414470,143989258
124956647,168437879
124956647,321594892
125461376,29659187
126111855,92961285
126111855,95219572
126674457,351288837
127414902,196798986
127414902,141412895
127414902,205442734
50936650,64727856
128136003,94121840
12952941,316324532
130205933,159573205
130797629,79199643
130797629,133801038
130797629,68698676
130797629,387630320
130797629,357911376
130797629,134573835
130797629,43125253
130797629,361263671
130797629,194103506
130797629,92210758
130797629,192716051
130797629,187633154
130797629,350606029
130797629,8376098
131437676,12216164
131978114,132723173
131978114,114601359
132424760,117944360
132506225,332946844
132506225,390966137
133474868,231648721
134116374,174227711
134116374,167063158
134116374,297991778
134116374,330667982
134116374,242125236
138709606,386751326
134154735,105846275
13466895,399429020
134669262,57175645
134891106,294044738
135374826,268183858
135809553,188340393
135854331,105026734
137507730,236303333
137640381,373435069
137640381,205571401
137640381,266260140
138062871,364966720
138560071,100530226
138560071,256012042
1390654,268612485
139384858,59615665
140342846,104188496
140342846,196425668
140342846,168295469
140733671,133613056
142014633,365217992
142014633,392406846
142014633,35599909
142366506,31592163
43484740,88769
16974739,167183747
17154556,9140769
17307610,147180401
17307610,262626232
17307610,264219216
18249259,80411699
18856090,377362284
19170635,71410355
19402409,319064186
19402409,4312900
19950899,84853331
19950899,214033234
20231406,231797685
20231406,75125844
20231406,286026539
20231406,84211461
2048794,199187082
2048794,252564781
2048794,349017358
20657253,74031488
21624663,134514561
21628254,9064289
22118106,362560732
22428027,305106635
23246977,74146639
29499215,31110174
23730268,219310196
23730268,298432936
23730268,115790989
23730268,369154105
23730268,298781014
23730268,237583921
23730268,362544821
23730268,297853261
23749054,299809379
23787016,222501062
24186535,289286603
24186535,95889991
46729748,40637759
24870148,318463262
25484785,290040967
25609192,135038181
25770604,344349772
26037919,155302538
26037919,83998781
28883723,231685444
26926537,35161881
27201955,387843386
27317801,310795574
27317801,389851206
27317801,385200363
27317801,60755924
27317801,275199686
27317801,88136612
27317801,255611334
27317801,68820487
27317801,43036247
27317801,13653568
27496280,172658863
28721261,307137423
28883723,260226898
28883723,13504495
29499215,77051146
29499215,391850817
29518607,1181345
48790890,157087642
31182685,332581378
31182685,73233753
31182685,134493168
31182685,300199661
317091,151712003
32079118,23362852
3320605,372333326
33644605,401940678
34452439,300690027
35318524,117058179
35520386,93706040
35520386,366127367
35520386,389218906
35702135,264042045
63623282,124405283
36639152,386703537
36639152,366484499
